Geno,Block,Row,Col,BF1_2010,BF2_2010,BF_ave_2010
BESC-336,B,51,7,0,1,0.5
BESC-336,A,18,22,0,1,0.5
BESC-336,C,7,43,1,1,1
BESC-338,C,18,56,0,0,0
BESC-338,B,53,15,0,0,0
BESC-338,A,6,30,0,0,0
BESC-339,A,25,29,0,1,0.5
BESC-339,C,5,42,0,1,0.5
BESC-339,B,66,7,0,1,0.5
BESC-34,B,62,20,1,2,1.5
BESC-34,C,9,37,0,2,1
BESC-34,A,3,24,0,2,1
BESC-340,C,5,52,0,2,1
BESC-340,B,40,5,0,2,1
BESC-340,A,3,27,0,2,1
BESC-341,A,28,26,0,1,0.5
BESC-341,B,63,24,0,1,0.5
BESC-341,C,18,37,0,1,0.5
BESC-342,A,18,11,0,1,0.5
BESC-342,C,31,55,0,1,0.5
BESC-342,B,63,11,0,1,0.5
BESC-343,A,36,13,0,1,0.5
BESC-344,B,59,18,0,1,0.5
BESC-344,C,32,50,0,1,0.5
BESC-345,C,10,48,0,2,1
BESC-345,B,69,23,0,0,0
BESC-346,C,3,49,0,1,0.5
BESC-346,A,13,13,0,1,0.5
BESC-346,B,70,26,0,1,0.5
BESC-347,A,2,6,0,1,0.5
BESC-347,B,64,13,0,2,1
BESC-347,C,7,41,0,0,0
BESC-348,C,34,35,0,2,1
BESC-348,B,75,20,1,2,1.5
BESC-348,A,34,11,0,2,1
BESC-349,B,40,27,0,0,0
BESC-349,C,18,61,0,1,0.5
BESC-349,A,2,8,0,0,0
BESC-35,A,24,7,0,1,0.5
BESC-35,C,33,46,0,0,0
BESC-350,A,4,5,0,2,1
BESC-350,C,8,51,0,2,1
BESC-350,B,60,17,0,2,1
BESC-351,C,11,46,0,0,0
BESC-351,A,10,3,0,1,0.5
BESC-351,B,42,17,0,1,0.5
BESC-352,C,19,53,0,1,0.5
BESC-352,B,52,4,0,0,0
BESC-352,A,24,12,1,1,1
BESC-353,A,22,9,0,2,1
BESC-353,B,59,22,0,0,0
BESC-353,C,22,59,0,2,1
BESC-354,B,44,26,0,0,0
BESC-354,C,29,47,0,1,0.5
BESC-354,A,14,10,0,1,0.5
BESC-355,C,4,46,0,1,0.5
BESC-355,B,56,5,0,0,0
BESC-355,A,4,16,0,1,0.5
BESC-357,C,27,45,0,1,0.5
BESC-357,A,31,5,0,0,0
BESC-358,A,18,3,0,0,0
BESC-358,B,47,9,1,1,1
BESC-358,C,32,53,0,1,0.5
BESC-359,C,16,36,1,0,0.5
BESC-359,B,67,26,0,0,0
BESC-359,A,34,6,0,0,0
BESC-36,C,20,34,0,1,0.5
BESC-36,A,29,2,1,2,1.5
BESC-36,B,73,29,1,1,1
BESC-360,A,23,6,0,2,1
BESC-360,C,13,34,0,1,0.5
BESC-360,B,62,25,0,1,0.5
BESC-361,A,22,13,0,2,1
BESC-361,C,37,40,0,0,0
BESC-361,B,52,9,0,2,1
BESC-362,C,3,56,0,1,0.5
BESC-362,A,23,30,1,1,1
BESC-362,B,73,5,0,1,0.5
BESC-363,A,11,3,0,0,0
BESC-363,C,37,55,0,0,0
BESC-364,A,16,20,0,1,0.5
BESC-364,B,43,11,0,0,0
BESC-364,C,3,60,0,1,0.5
BESC-366,C,34,59,0,0,0
BESC-366,B,69,21,0,0,0
BESC-366,A,23,16,0,0,0
BESC-367,C,25,40,0,0,0
BESC-367,A,27,15,0,1,0.5
BESC-368,B,50,15,0,1,0.5
BESC-368,C,34,38,0,0,0
BESC-368,A,10,14,0,1,0.5
BESC-369,A,29,3,0,2,1
BESC-369,B,62,23,0,0,0
BESC-369,C,22,39,0,2,1
BESC-37,B,67,12,0,2,1
BESC-37,A,25,20,2,3,2.5
BESC-370,B,56,6,0,0,0
BESC-370,C,27,52,0,0,0
BESC-370,A,24,11,0,0,0
BESC-371,C,36,50,0,0,0
BESC-371,B,54,26,0,2,1
BESC-371,A,37,11,1,2,1.5
BESC-372,B,40,24,0,1,0.5
BESC-372,C,17,35,0,1,0.5
BESC-372,A,17,21,0,1,0.5
BESC-373,C,30,57,0,1,0.5
BESC-373,B,43,18,0,1,0.5
BESC-373,A,37,27,0,0,0
BESC-374,B,54,28,1,2,1.5
BESC-374,C,10,61,0,1,0.5
BESC-374,A,21,6,0,2,1
BESC-375,A,30,29,0,2,1
BESC-375,C,23,48,0,2,1
BESC-375,B,63,27,0,2,1
BESC-376,C,17,49,0,0,0
BESC-376,B,59,25,0,0,0
BESC-376,A,29,12,0,0,0
BESC-378,A,9,28,0,1,0.5
BESC-378,C,24,49,0,0,0
BESC-378,B,46,14,0,1,0.5
BESC-379,B,40,6,1,2,1.5
BESC-379,A,25,19,0,2,1
BESC-379,C,23,45,1,2,1.5
BESC-38,C,33,47,0,2,1
BESC-38,B,56,8,0,2,1
BESC-38,A,30,11,0,1,0.5
BESC-380,A,16,29,0,1,0.5
BESC-380,B,68,15,0,0,0
BESC-381,B,75,15,0,1,0.5
BESC-381,C,15,44,0,1,0.5
BESC-381,A,2,2,0,0,0
BESC-382,A,30,16,0,3,1.5
BESC-382,B,61,9,0,2,1
BESC-382,C,20,32,1,1,1
BESC-383,B,56,9,0,0,0
BESC-383,C,12,48,0,1,0.5
BESC-383,A,12,11,0,1,0.5
BESC-384,A,22,16,0,1,0.5
BESC-384,B,63,5,1,2,1.5
BESC-384,C,2,51,0,1,0.5
BESC-386,B,55,6,0,0,0
BESC-386,A,6,17,0,0,0
BESC-386,C,21,36,0,0,0
BESC-387,C,36,55,0,1,0.5
BESC-387,A,31,29,0,0,0
BESC-387,B,55,9,0,1,0.5
BESC-388,A,32,7,0,1,0.5
BESC-388,C,8,57,0,1,0.5
BESC-388,B,54,7,0,1,0.5
BESC-389,A,25,17,0,2,1
BESC-389,B,39,6,1,2,1.5
BESC-389,C,11,53,0,2,1
BESC-39,C,6,45,0,0,0
BESC-39,A,12,31,0,1,0.5
BESC-39,B,52,19,0,2,1
BESC-390,C,13,52,0,2,1
BESC-390,B,68,16,0,2,1
BESC-390,A,11,11,0,2,1
BESC-391,A,10,26,0,2,1
BESC-391,C,29,51,0,2,1
BESC-391,B,58,6,0,2,1
BESC-392,A,15,18,0,1,0.5
BESC-392,C,28,49,0,2,1
BESC-392,B,44,27,0,0,0
BESC-393,C,29,38,0,1,0.5
BESC-393,A,27,5,1,1,1
BESC-393,B,38,18,0,1,0.5
BESC-394,B,49,17,0,2,1
BESC-394,A,21,29,0,1,0.5
BESC-394,C,14,48,0,1,0.5
BESC-395,B,66,17,1,1,1
BESC-395,A,22,31,0,1,0.5
BESC-395,C,4,61,0,1,0.5
BESC-396,C,29,45,0,1,0.5
BESC-396,A,28,8,1,2,1.5
BESC-396,B,59,12,0,2,1
BESC-397,C,16,53,0,0,0
BESC-397,B,41,6,0,1,0.5
BESC-397,A,26,21,0,1,0.5
BESC-398,A,7,16,0,1,0.5
BESC-398,C,12,40,0,0,0
BESC-398,B,73,6,0,1,0.5
BESC-399,A,17,2,0,0,0
BESC-399,B,72,7,0,1,0.5
BESC-399,C,24,59,0,0,0
BESC-4,B,59,15,0,1,0.5
BESC-4,A,9,5,0,1,0.5
BESC-4,C,5,59,0,1,0.5
BESC-40,A,21,22,0,0,0
BESC-40,B,57,26,0,0,0
BESC-40,C,4,50,0,0,0
BESC-400,C,21,37,0,1,0.5
BESC-400,A,35,15,0,2,1
BESC-400,B,75,13,1,2,1.5
BESC-401,B,55,29,1,1,1
BESC-401,A,37,7,0,1,0.5
BESC-401,C,25,50,0,1,0.5
BESC-402,A,28,4,0,0,0
BESC-402,C,4,40,0,0,0
BESC-402,B,76,21,0,0,0
BESC-403,B,71,11,0,1,0.5
BESC-403,C,27,57,0,1,0.5
BESC-403,A,21,16,0,0,0
BESC-404,B,54,10,0,1,0.5
BESC-404,C,5,35,0,0,0
BESC-404,A,6,11,0,0,0
BESC-405,B,75,17,0,1,0.5
BESC-405,A,31,27,1,1,1
BESC-405,C,32,49,0,0,0
BESC-406,B,54,14,0,1,0.5
BESC-406,C,14,60,0,0,0
BESC-406,A,3,20,0,0,0
BESC-407,C,18,45,0,1,0.5
BESC-407,B,72,21,0,1,0.5
BESC-407,A,18,25,1,1,1
BESC-409,C,21,45,0,1,0.5
BESC-409,A,5,28,0,1,0.5
BESC-409,B,61,15,0,0,0
BESC-41,B,56,27,0,0,0
BESC-41,C,16,45,0,2,1
BESC-410,C,21,53,0,0,0
BESC-410,A,20,27,0,1,0.5
BESC-411,A,29,16,0,1,0.5
BESC-411,B,73,8,0,2,1
BESC-411,C,9,46,0,0,0
BESC-412,A,25,27,1,1,1
BESC-412,C,37,46,0,1,0.5
BESC-412,B,53,28,1,1,1
BESC-413,B,46,29,0,0,0
BESC-413,C,23,38,0,1,0.5
BESC-413,A,37,8,0,0,0
BESC-414,C,13,38,1,1,1
BESC-414,A,12,30,0,1,0.5
BESC-414,B,53,18,0,0,0
BESC-415,A,30,10,0,0,0
BESC-415,B,47,3,0,1,0.5
BESC-415,C,3,43,0,0,0
BESC-417,B,60,8,0,2,1
BESC-417,C,3,55,0,2,1
BESC-417,A,29,22,0,2,1
BESC-418,A,4,9,0,0,0
BESC-418,B,72,2,0,2,1
BESC-418,C,7,42,0,0,0
BESC-419,A,32,16,0,1,0.5
BESC-419,B,74,5,0,0,0
BESC-419,C,34,40,0,0,0
BESC-42,B,74,17,0,0,0
BESC-42,A,21,3,0,0,0
BESC-42,C,13,48,0,0,0
BESC-420,C,33,34,0,0,0
BESC-420,A,35,27,1,1,1
BESC-420,B,50,16,0,0,0
BESC-421,A,29,5,0,1,0.5
BESC-421,B,60,15,0,1,0.5
BESC-421,C,29,59,0,1,0.5
BESC-422,A,25,4,0,0,0
BESC-422,B,49,9,0,1,0.5
BESC-422,C,19,50,0,1,0.5
BESC-423,C,8,36,0,0,0
BESC-423,A,23,4,0,1,0.5
BESC-423,B,68,13,0,2,1
BESC-424,B,63,10,0,0,0
BESC-424,C,30,55,0,0,0
BESC-424,A,26,14,0,1,0.5
BESC-425,C,35,44,0,0,0
BESC-425,B,69,8,0,0,0
BESC-425,A,3,11,0,0,0
BESC-426,B,74,26,0,1,0.5
BESC-426,A,24,10,0,2,1
BESC-426,C,6,42,0,2,1
BESC-427,B,74,6,0,1,0.5
BESC-427,C,10,50,0,0,0
BESC-427,A,9,4,0,1,0.5
BESC-428,A,29,21,0,0,0
BESC-428,C,14,55,0,1,0.5
BESC-428,B,49,3,0,0,0
BESC-429,B,64,29,0,1,0.5
BESC-429,A,18,19,0,0,0
BESC-429,C,22,36,0,1,0.5
BESC-43,A,10,12,1,3,2
BESC-43,B,70,9,1,2,1.5
BESC-430,C,36,60,0,2,1
BESC-430,B,71,18,0,2,1
BESC-430,A,28,16,0,2,1
BESC-431,A,35,32,0,1,0.5
BESC-431,B,65,7,0,1,0.5
BESC-431,C,20,45,0,1,0.5
BESC-432,C,5,60,0,0,0
BESC-432,B,44,10,0,0,0
BESC-432,A,36,16,0,0,0
BESC-433,A,11,5,0,0,0
BESC-433,C,8,53,0,0,0
BESC-434,C,17,50,0,0,0
BESC-434,B,55,14,0,0,0
BESC-434,A,24,2,0,0,0
BESC-435,C,31,59,0,0,0
BESC-435,A,9,29,0,0,0
BESC-436,A,28,27,0,0,0
BESC-436,C,25,59,0,0,0
BESC-436,B,44,12,0,1,0.5
BESC-437,B,65,2,0,1,0.5
BESC-437,A,24,28,0,1,0.5
BESC-437,C,5,49,0,1,0.5
BESC-438,A,11,22,0,1,0.5
BESC-438,C,14,44,0,1,0.5
BESC-439,A,8,3,0,0,0
BESC-439,B,41,15,0,1,0.5
BESC-439,C,6,48,0,1,0.5
BESC-44,B,67,24,2,2,2
BESC-44,C,14,37,0,2,1
BESC-44,A,5,24,0,0,0
BESC-440,A,8,29,0,1,0.5
BESC-440,B,73,14,0,2,1
BESC-440,C,3,52,0,1,0.5
BESC-441,C,14,46,0,1,0.5
BESC-441,B,46,12,0,0,0
BESC-441,A,37,16,0,0,0
BESC-442,A,17,3,0,0,0
BESC-442,C,19,49,0,0,0
BESC-442,B,45,7,0,0,0
BESC-443,A,37,18,0,0,0
BESC-443,C,9,36,0,0,0
BESC-443,B,43,4,0,0,0
BESC-444,A,34,19,0,1,0.5
BESC-444,B,61,2,0,1,0.5
BESC-444,C,14,50,0,0,0
BESC-445,C,13,35,0,2,1
BESC-445,B,71,4,0,0,0
BESC-445,A,35,26,0,0,0
BESC-446,A,10,30,0,2,1
BESC-446,C,27,40,0,2,1
BESC-446,B,55,17,1,2,1.5
BESC-447,C,14,61,0,0,0
BESC-447,B,52,7,1,1,1
BESC-447,A,7,25,0,0,0
BESC-448,C,4,38,0,1,0.5
BESC-448,A,14,6,0,0,0
BESC-448,B,49,6,0,1,0.5
BESC-449,A,21,27,0,1,0.5
BESC-449,C,8,48,0,1,0.5
BESC-449,B,48,11,0,0,0
BESC-45,C,15,49,0,1,0.5
BESC-45,B,49,23,0,1,0.5
BESC-45,A,24,5,0,1,0.5
BESC-450,A,35,14,0,1,0.5
BESC-450,C,24,42,0,1,0.5
BESC-450,B,60,6,0,0,0
BESC-451,C,3,59,0,0,0
BESC-451,A,9,30,0,1,0.5
BESC-451,B,43,3,0,1,0.5
BESC-452,A,31,28,0,1,0.5
BESC-452,B,71,7,0,2,1
BESC-452,C,15,43,0,0,0
BESC-453,A,37,22,0,2,1
BESC-453,C,5,47,0,1,0.5
BESC-454,B,57,16,0,1,0.5
BESC-454,A,30,13,1,1,1
BESC-454,C,5,38,0,1,0.5
BESC-458,B,59,4,0,0,0
BESC-458,C,8,35,0,1,0.5
BESC-458,A,18,6,0,0,0
BESC-459,A,21,4,0,0,0
BESC-459,C,15,56,0,1,0.5
BESC-46,A,8,30,1,2,1.5
BESC-46,B,52,18,0,1,0.5
BESC-46,C,10,47,0,2,1
BESC-460,B,59,9,0,1,0.5
BESC-460,C,23,57,0,1,0.5
BESC-460,A,13,4,0,0,0
BESC-461,C,17,41,0,1,0.5
BESC-461,A,34,20,0,0,0
BESC-461,B,40,29,0,1,0.5
BESC-462,C,14,58,0,2,1
BESC-462,A,32,12,0,2,1
BESC-462,B,58,22,2,3,2.5
BESC-463,B,75,11,0,1,0.5
BESC-463,A,15,26,0,0,0
BESC-463,C,18,52,0,1,0.5
BESC-464,C,5,40,0,0,0
BESC-464,B,65,4,0,1,0.5
BESC-464,A,35,28,0,0,0
BESC-465,A,8,7,0,2,1
BESC-465,C,34,37,0,2,1
BESC-465,B,43,14,0,2,1
BESC-466,B,53,5,0,1,0.5
BESC-466,A,29,18,0,0,0
BESC-466,C,26,55,0,0,0
BESC-467,B,39,28,0,1,0.5
BESC-467,A,26,24,0,1,0.5
BESC-467,C,30,54,0,0,0
BESC-468,B,46,21,0,1,0.5
BESC-468,C,21,54,0,0,0
BESC-468,A,33,14,0,0,0
BESC-469,C,4,35,0,0,0
BESC-469,A,6,27,0,1,0.5
BESC-47,B,56,17,0,3,1.5
BESC-47,A,21,30,0,2,1
BESC-47,C,7,60,0,2,1
BESC-470,C,34,62,0,0,0
BESC-470,A,4,6,0,0,0
BESC-470,B,60,7,0,1,0.5
BESC-48,C,16,52,0,2,1
BESC-48,A,29,11,0,3,1.5
BESC-49,C,8,56,0,2,1
BESC-49,B,46,27,1,2,1.5
BESC-49,A,22,17,0,2,1
BESC-5,A,21,5,1,1,1
BESC-5,C,17,51,0,2,1
BESC-5,B,51,5,0,1,0.5
BESC-50,B,43,5,0,1,0.5
BESC-50,C,13,47,0,1,0.5
BESC-50,A,33,7,0,1,0.5
BESC-51,C,29,33,0,2,1
BESC-51,A,24,16,0,1,0.5
BESC-51,B,47,11,0,2,1
BESC-52,A,4,7,0,0,0
BESC-52,B,39,22,0,0,0
BESC-52,C,17,46,0,1,0.5
BESC-53,B,55,7,1,2,1.5
BESC-53,C,16,55,0,1,0.5
BESC-53,A,12,12,0,2,1
BESC-54,B,44,22,0,2,1
BESC-54,A,27,4,0,2,1
BESC-54,C,34,57,0,2,1
BESC-55,C,2,44,0,1,0.5
BESC-55,A,17,12,0,1,0.5
BESC-55,B,41,11,0,1,0.5
BESC-56,C,6,53,0,1,0.5
BESC-56,B,51,16,0,2,1
BESC-56,A,22,4,0,2,1
BESC-57,C,36,57,0,0,0
BESC-57,A,37,2,0,0,0
BESC-57,B,46,8,0,0,0
BESC-58,C,17,32,0,1,0.5
BESC-58,A,32,5,0,2,1
BESC-59,C,4,52,0,1,0.5
BESC-59,A,11,30,0,0,0
BESC-6,C,25,53,0,2,1
BESC-6,B,62,21,0,2,1
BESC-6,A,6,25,0,2,1
BESC-60,A,32,23,0,1,0.5
BESC-60,B,38,8,0,1,0.5
BESC-60,C,35,40,0,1,0.5
BESC-61,C,17,44,0,2,1
BESC-61,B,74,25,2,2,2
BESC-61,A,31,15,0,3,1.5
BESC-62,A,17,6,1,2,1.5
BESC-62,B,73,13,0,2,1
BESC-62,C,36,47,2,3,2.5
BESC-63,C,7,49,0,2,1
BESC-63,B,63,22,1,2,1.5
BESC-63,A,2,17,0,2,1
BESC-64,B,71,3,0,1,0.5
BESC-64,C,22,48,0,1,0.5
BESC-64,A,3,12,0,1,0.5
BESC-65,A,12,23,0,0,0
BESC-65,C,11,36,0,1,0.5
BESC-65,B,51,13,0,0,0
BESC-66,A,9,19,0,0,0
BESC-66,B,39,12,0,1,0.5
BESC-66,C,19,44,0,1,0.5
BESC-67,C,7,54,2,3,2.5
BESC-67,A,20,4,2,3,2.5
BESC-68,B,70,21,1,2,1.5
BESC-68,C,16,58,0,1,0.5
BESC-68,A,18,30,0,2,1
BESC-69,B,43,25,0,1,0.5
BESC-69,C,8,44,0,1,0.5
BESC-69,A,7,26,0,1,0.5
BESC-7,C,21,60,0,1,0.5
BESC-7,A,37,28,0,1,0.5
BESC-7,B,74,20,0,2,1
BESC-70,C,15,45,0,2,1
BESC-70,B,57,8,0,0,0
BESC-70,A,22,27,0,2,1
BESC-71,C,12,43,0,2,1
BESC-71,A,3,15,1,2,1.5
BESC-71,B,44,24,0,2,1
BESC-72,B,76,12,0,1,0.5
BESC-72,C,15,36,0,0,0
BESC-72,A,18,20,0,1,0.5
BESC-73,A,21,8,0,2,1
BESC-73,C,16,61,0,2,1
BESC-73,B,43,27,0,1,0.5
BESC-74,B,38,6,0,1,0.5
BESC-74,C,4,33,0,1,0.5
BESC-74,A,9,26,0,1,0.5
BESC-75,B,41,26,0,1,0.5
BESC-75,C,19,59,0,1,0.5
BESC-75,A,37,3,0,0,0
BESC-76,B,47,19,0,2,1
BESC-76,C,28,61,0,0,0
BESC-76,A,31,8,0,2,1
BESC-77,A,3,16,0,1,0.5
BESC-77,C,33,44,0,1,0.5
BESC-78,A,25,13,0,2,1
BESC-78,B,59,16,0,2,1
BESC-78,C,31,61,0,2,1
BESC-79,A,19,14,0,2,1
BESC-79,B,71,24,0,0,0
BESC-8,B,71,27,0,2,1
BESC-8,C,3,40,0,1,0.5
BESC-8,A,12,17,0,2,1
BESC-80,A,16,19,0,1,0.5
BESC-80,B,42,27,0,1,0.5
BESC-801,B,59,5,0,1,0.5
BESC-801,C,9,42,0,0,0
BESC-801,A,24,14,0,1,0.5
BESC-802,B,44,14,0,2,1
BESC-802,C,8,55,0,2,1
BESC-803,B,71,6,0,1,0.5
BESC-803,C,27,53,0,0,0
BESC-803,A,7,3,0,0,0
BESC-804,C,13,54,0,0,0
BESC-804,A,7,12,0,1,0.5
BESC-804,B,70,4,0,1,0.5
BESC-805,C,20,43,0,2,1
BESC-805,A,12,14,0,1,0.5
BESC-805,B,41,14,0,1,0.5
BESC-806,B,66,26,0,1,0.5
BESC-806,C,15,58,0,0,0
BESC-806,A,29,32,1,1,1
BESC-807,A,11,16,0,1,0.5
BESC-807,B,49,26,0,2,1
BESC-807,C,12,37,0,0,0
BESC-808,C,24,33,0,0,0
BESC-808,B,42,8,0,0,0
BESC-808,A,25,5,0,0,0
BESC-809,B,61,10,0,2,1
BESC-809,C,2,53,0,2,1
BESC-809,A,18,17,0,1,0.5
BESC-810,B,38,14,0,1,0.5
BESC-810,C,5,37,0,0,0
BESC-810,A,6,8,0,0,0
BESC-811,C,23,59,0,0,0
BESC-811,B,43,15,0,0,0
BESC-811,A,29,7,0,0,0
BESC-812,A,33,21,0,2,1
BESC-812,B,60,4,0,2,1
BESC-812,C,19,40,0,2,1
BESC-813,B,64,18,0,1,0.5
BESC-813,A,18,18,0,0,0
BESC-813,C,33,37,0,2,1
BESC-814,C,18,44,0,1,0.5
BESC-814,B,40,25,0,0,0
BESC-814,A,34,24,0,0,0
BESC-815,C,9,45,0,0,0
BESC-815,A,16,11,0,0,0
BESC-816,A,11,7,0,1,0.5
BESC-816,C,28,51,0,2,1
BESC-816,B,46,4,0,1,0.5
BESC-817,B,76,27,0,1,0.5
BESC-817,A,30,17,0,0,0
BESC-817,C,35,41,0,1,0.5
BESC-818,C,37,35,0,1,0.5
BESC-818,A,13,9,0,0,0
BESC-818,B,66,5,0,0,0
BESC-819,A,3,10,0,1,0.5
BESC-819,C,22,46,0,1,0.5
BESC-819,B,71,2,0,1,0.5
BESC-82,C,27,55,0,1,0.5
BESC-82,B,48,6,0,1,0.5
BESC-82,A,4,25,0,1,0.5
BESC-820,A,34,5,0,2,1
BESC-820,C,3,41,0,2,1
BESC-820,B,41,9,1,2,1.5
BESC-821,B,72,22,0,0,0
BESC-821,A,17,5,0,1,0.5
BESC-821,C,4,53,0,0,0
BESC-822,B,58,7,0,1,0.5
BESC-822,C,15,46,0,1,0.5
BESC-822,A,23,11,0,1,0.5
BESC-823,C,8,37,0,1,0.5
BESC-823,B,51,14,0,1,0.5
BESC-823,A,36,25,0,0,0
BESC-824,C,4,55,1,2,1.5
BESC-824,B,47,4,0,0,0
BESC-824,A,33,16,0,1,0.5
BESC-825,A,14,26,0,2,1
BESC-825,C,34,48,0,2,1
BESC-825,B,76,19,0,2,1
BESC-826,C,28,36,0,0,0
BESC-826,B,69,9,0,1,0.5
BESC-826,A,10,8,0,0,0
BESC-827,A,23,22,0,2,1
BESC-827,C,7,50,0,1,0.5
BESC-827,B,76,5,0,2,1
BESC-828,C,34,41,0,1,0.5
BESC-828,A,4,10,0,1,0.5
BESC-828,B,42,10,0,1,0.5
BESC-829,C,23,54,0,1,0.5
BESC-829,B,57,11,0,2,1
BESC-829,A,8,11,0,0,0
BESC-83,B,65,11,0,2,1
BESC-83,A,15,12,1,2,1.5
BESC-83,C,18,34,0,2,1
BESC-830,B,70,14,0,2,1
BESC-830,A,21,14,0,1,0.5
BESC-830,C,26,56,0,1,0.5
BESC-831,B,61,14,0,2,1
BESC-831,A,17,31,1,2,1.5
BESC-831,C,6,46,0,2,1
BESC-832,A,35,6,0,1,0.5
BESC-832,B,53,20,0,0,0
BESC-832,C,25,32,0,0,0
BESC-833,A,6,4,0,0,0
BESC-833,C,31,37,0,0,0
BESC-833,B,47,23,0,0,0
BESC-834,A,16,6,0,0,0
BESC-834,C,12,42,0,0,0
BESC-834,B,74,18,0,0,0
BESC-835,A,21,2,0,0,0
BESC-835,B,61,28,0,1,0.5
BESC-835,C,17,55,0,1,0.5
BESC-836,B,58,21,0,2,1
BESC-836,C,6,51,0,2,1
BESC-836,A,37,30,0,2,1
BESC-837,B,42,4,0,0,0
BESC-837,C,37,47,1,2,1.5
BESC-837,A,2,29,0,0,0
BESC-838,B,67,14,0,1,0.5
BESC-838,C,28,47,1,1,1
BESC-838,A,4,30,0,1,0.5
BESC-839,A,33,9,0,0,0
BESC-839,B,69,22,0,0,0
BESC-839,C,35,57,0,1,0.5
BESC-84,A,36,9,0,0,0
BESC-84,B,42,29,0,0,0
BESC-84,C,17,58,0,0,0
BESC-840,C,31,42,0,1,0.5
BESC-840,B,69,14,0,1,0.5
BESC-840,A,32,15,0,1,0.5
BESC-841,A,27,24,0,1,0.5
BESC-841,B,39,15,0,1,0.5
BESC-841,C,18,40,0,0,0
BESC-842,C,7,51,0,2,1
BESC-842,A,30,4,0,2,1
BESC-843,B,46,17,0,1,0.5
BESC-843,C,16,40,0,1,0.5
BESC-844,A,20,5,0,0,0
BESC-844,B,65,28,0,2,1
BESC-844,C,11,43,0,0,0
BESC-845,B,60,28,0,2,1
BESC-845,A,24,3,0,2,1
BESC-845,C,28,42,0,1,0.5
BESC-846,A,9,3,0,0,0
BESC-846,C,33,61,0,0,0
BESC-846,B,58,8,0,1,0.5
BESC-847,C,9,34,0,1,0.5
BESC-847,A,12,9,1,1,1
BESC-847,B,69,13,1,1,1
BESC-848,A,23,13,1,0,0.5
BESC-848,C,13,33,0,1,0.5
BESC-848,B,49,13,0,1,0.5
BESC-849,C,26,38,1,1,1
BESC-849,B,68,5,0,1,0.5
BESC-849,A,7,8,0,0,0
BESC-85,C,15,37,0,2,1
BESC-85,A,7,29,1,2,1.5
BESC-85,B,39,10,1,2,1.5
BESC-850,A,27,11,0,2,1
BESC-850,B,44,28,0,1,0.5
BESC-850,C,24,62,0,1,0.5
BESC-851,A,8,20,0,0,0
BESC-851,C,23,37,0,1,0.5
BESC-851,B,53,4,0,1,0.5
BESC-852,A,23,28,0,1,0.5
BESC-852,B,51,9,0,1,0.5
BESC-852,C,9,38,0,1,0.5
BESC-853,B,76,3,0,0,0
BESC-853,A,32,4,0,0,0
BESC-853,C,31,47,0,1,0.5
BESC-854,A,34,4,0,1,0.5
BESC-854,C,29,43,0,1,0.5
BESC-854,B,74,4,0,1,0.5
BESC-855,C,28,34,0,0,0
BESC-855,A,24,31,0,1,0.5
BESC-855,B,66,6,0,0,0
BESC-856,A,34,2,0,0,0
BESC-856,C,21,49,0,1,0.5
BESC-856,B,38,4,0,1,0.5
BESC-857,B,59,29,0,0,0
BESC-857,A,10,28,0,1,0.5
BESC-858,C,9,35,0,1,0.5
BESC-858,A,32,2,0,1,0.5
BESC-859,B,41,29,0,1,0.5
BESC-859,A,35,2,0,2,1
BESC-859,C,36,48,0,0,0
BESC-86,B,39,16,0,2,1
BESC-86,C,5,51,0,1,0.5
BESC-86,A,9,7,0,0,0
BESC-860,C,4,48,0,1,0.5
BESC-860,A,35,4,0,0,0
BESC-860,B,58,10,0,1,0.5
BESC-861,B,47,5,0,2,1
BESC-861,C,35,56,0,2,1
BESC-861,A,21,31,0,2,1
BESC-862,A,5,29,0,0,0
BESC-862,B,69,6,0,0,0
BESC-862,C,25,54,0,0,0
BESC-863,A,34,8,0,2,1
BESC-863,C,10,43,0,2,1
BESC-863,B,62,19,1,2,1.5
BESC-864,A,35,3,0,0,0
BESC-864,C,23,32,0,0,0
BESC-864,B,75,12,0,0,0
BESC-865,A,32,3,0,0,0
BESC-865,C,28,38,0,1,0.5
BESC-866,C,27,48,0,0,0
BESC-866,B,58,19,0,0,0
BESC-866,A,10,5,0,0,0
BESC-867,A,28,14,0,1,0.5
BESC-867,B,71,28,1,2,1.5
BESC-867,C,19,61,0,2,1
BESC-868,A,24,24,1,0,0.5
BESC-868,B,76,9,0,0,0
BESC-868,C,2,50,0,1,0.5
BESC-869,A,36,23,0,2,1
BESC-869,C,35,52,1,2,1.5
BESC-869,B,63,21,1,2,1.5
BESC-871,A,26,31,0,0,0
BESC-871,B,66,12,0,1,0.5
BESC-872,B,38,5,0,1,0.5
BESC-872,A,16,30,0,1,0.5
BESC-872,C,14,39,0,1,0.5
BESC-873,B,53,6,0,0,0
BESC-873,C,30,49,0,1,0.5
BESC-874,C,19,47,0,1,0.5
BESC-874,B,70,23,0,1,0.5
BESC-874,A,33,6,0,1,0.5
BESC-876,B,51,28,0,1,0.5
BESC-876,A,22,19,0,1,0.5
BESC-876,C,37,34,0,0,0
BESC-877,B,67,4,0,2,1
BESC-877,C,27,42,0,0,0
BESC-877,A,8,8,0,1,0.5
BESC-878,C,18,38,0,0,0
BESC-878,B,63,20,0,0,0
